#{"t_start": 1764146330.0412912, "env_id": "None"}
r,l,t-311.3,53,720.209901
269.39795,53,749.933868
557.49634,53,798.426787
500.80768,53,810.427201
557.49634,53,821.222666
291.71783,53,832.566996
232.96779,53,843.755736
222.6961,53,856.292538
95.53973,53,871.591264
139.11868,53,922.333933
482.3305,53,1352.701988
825.3364,53,1362.689321
482.3305,53,1378.542483
887.6878,53,1411.362666
825.3364,53,1424.960572
-8.709183,53,1438.520794
779.8168,53,1450.072316
646.09985,53,1461.020882
594.0199,53,1472.210855
206.07874,53,1485.794774
1866.26,53,1802.58311
1866.26,53,1810.53823
1556.518,53,1817.968734
1866.26,53,1824.62147
1556.518,53,1830.899176
1226.2168,53,1839.255964
473.91858,53,1846.732994
1107.1769,53,1854.291719
1010.66034,53,1861.550816
534.41046,53,1869.991631
1656.879,53,2190.37283
2267.817,53,2206.531814
2148.9802,53,2217.027666
1672.7308,53,2226.567753
1672.7308,53,2233.829967
1162.198,53,2245.967901
1651.1763,53,2255.148905
1350.9386,53,2267.218022
1211.4509,53,2287.221839
1661.448,53,2338.506083
2078.088,53,2633.046447
2171.3,53,2638.829027
2171.3,53,2644.655588
1679.1989,53,2651.088712
2078.088,53,2657.654246
1546.2507,53,2666.411449
1530.3235,53,2676.473801
2074.5803,53,2687.800448
1182.9706,53,2696.556192
2133.8967,53,2704.394882
3,2638.903612
75,53,1658.045299
280.67883,53,1682.108153
608.03876,53,1696.708632
466.6788,53,1706.831023
555.9586,53,1715.614759
704.7587,53,1724.20141
555.95874,53,1732.708167
325.3187,53,1901.166125
414.59866,53,1911.813462
734.51886,53,1921.319426
622.9188,53,1955.211986
786.59875,53,1970.481328
741.9588,53,1978.289291
913.07886,53,1985.788943
779.1588,53,1993.691495
585.7188,53,2000.962429
808.9188,53,2008.207565
608.0388,53,2015.090064
920.5188,53,2022.930316
1054.439,53,2030.896089
950.2788,53,2039.209668
1017.23895,53,2048.720257
1061.879,53,2058.76774
927.95886,53,2073.181341
1113.9589,53,2084.986479
1121.3992,53,2094.699665
1024.6791,53,2373.960759
950.2789,53,2385.698829
1091.6389,53,2400.139984
1307.3989,53,2409.397199
1292.519,53,2420.281313
1240.4388,53,2432.281815
1240.439,53,2452.820106
1441.319,53,2483.598609
1232.999,53,2496.301285
1381.799,53,2508.345487
1352.039,53,2516.366618
1359.4791,53,2523.92564
1366.919,53,2530.229255
1418.999,53,2536.964605
1463.639,53,2544.050416
1500.8391,53,2550.944101
1538.039,53,2559.016733
1590.119,53,2567.200387
1441.319,53,2577.529335
1404.1189,53,2736.85298
1552.919,53,2743.446889
1523.1589,53,2750.60071
1515.7189,53,2758.140526
1411.5588,53,2764.717656
1508.2789,53,2770.541348
1515.719,53,2776.452666
